id,CustomerType,Class,satisfaction
59073,Loyal Customer,Business,satisfied
95707,Loyal Customer,Business,satisfied
29964,disloyal Customer,Eco,neutral or dissatisfied
104332,Loyal Customer,Business,satisfied
74342,Loyal Customer,Business,satisfied
20891,Loyal Customer,Eco Plus,satisfied
114897,Loyal Customer,Business,satisfied
55355,disloyal Customer,Business,satisfied
56537,Loyal Customer,Business,satisfied
28542,Loyal Customer,Eco,neutral or dissatisfied
92567,Loyal Customer,Business,satisfied
88678,Loyal Customer,Eco,neutral or dissatisfied
54909,Loyal Customer,Business,satisfied
80471,disloyal Customer,Eco,neutral or dissatisfied
41516,Loyal Customer,Business,satisfied
108236,Loyal Customer,Business,satisfied
298,disloyal Customer,Business,neutral or dissatisfied
58367,Loyal Customer,Eco Plus,satisfied
33724,Loyal Customer,Eco,satisfied
12395,disloyal Customer,Eco,neutral or dissatisfied
73268,Loyal Customer,Business,satisfied
72286,Loyal Customer,Eco,neutral or dissatisfied
40322,Loyal Customer,Eco Plus,satisfied
9126,Loyal Customer,Eco,neutral or dissatisfied
90704,Loyal Customer,Business,satisfied
123417,Loyal Customer,Eco,satisfied
116998,Loyal Customer,Business,satisfied
108835,Loyal Customer,Eco,satisfied
63865,Loyal Customer,Business,satisfied
6702,Loyal Customer,Eco,neutral or dissatisfied
71752,Loyal Customer,Business,satisfied
10455,Loyal Customer,Business,satisfied
86742,Loyal Customer,Business,satisfied
85617,Loyal Customer,Eco,neutral or dissatisfied
20769,Loyal Customer,Business,satisfied
1569,Loyal Customer,Business,satisfied
7029,Loyal Customer,Eco,satisfied
47278,Loyal Customer,Eco,satisfied
53280,Loyal Customer,Eco,satisfied
105450,disloyal Customer,Eco,neutral or dissatisfied
9342,Loyal Customer,Business,satisfied
13321,Loyal Customer,Business,satisfied
60433,Loyal Customer,Business,satisfied
8367,disloyal Customer,Eco,neutral or dissatisfied
59209,Loyal Customer,Eco,neutral or dissatisfied
73260,Loyal Customer,Eco,neutral or dissatisfied
63808,Loyal Customer,Eco,satisfied
62134,Loyal Customer,Business,satisfied
19459,Loyal Customer,Eco,satisfied
29490,Loyal Customer,Business,satisfied
5303,Loyal Customer,Eco,neutral or dissatisfied
117984,Loyal Customer,Eco,neutral or dissatisfied
51813,Loyal Customer,Eco,neutral or dissatisfied
43573,disloyal Customer,Eco,neutral or dissatisfied
124871,Loyal Customer,Eco Plus,neutral or dissatisfied
122675,Loyal Customer,Business,satisfied
19229,Loyal Customer,Eco Plus,neutral or dissatisfied
51821,Loyal Customer,Eco Plus,satisfied
68778,Loyal Customer,Business,satisfied
77409,Loyal Customer,Eco,neutral or dissatisfied
69887,Loyal Customer,Eco,neutral or dissatisfied
52880,disloyal Customer,Eco,neutral or dissatisfied
91152,Loyal Customer,Eco,neutral or dissatisfied
82402,Loyal Customer,Eco,satisfied
31766,disloyal Customer,Eco,satisfied
53962,disloyal Customer,Business,neutral or dissatisfied
110979,Loyal Customer,Business,satisfied
52706,Loyal Customer,Eco,neutral or dissatisfied
99591,Loyal Customer,Eco,neutral or dissatisfied
10364,Loyal Customer,Business,satisfied
120148,Loyal Customer,Eco,neutral or dissatisfied
83840,disloyal Customer,Eco,neutral or dissatisfied
32095,Loyal Customer,Eco,satisfied
99348,Loyal Customer,Business,satisfied
31130,Loyal Customer,Eco,satisfied
49496,Loyal Customer,Eco,satisfied
50508,Loyal Customer,Eco,neutral or dissatisfied
21978,Loyal Customer,Eco,neutral or dissatisfied
39832,Loyal Customer,Business,satisfied
76589,Loyal Customer,Business,satisfied
57250,Loyal Customer,Business,satisfied
92402,Loyal Customer,Business,satisfied
26936,Loyal Customer,Business,satisfied
102171,Loyal Customer,Business,satisfied
4047,Loyal Customer,Eco,satisfied
48857,disloyal Customer,Eco,neutral or dissatisfied
106120,Loyal Customer,Business,satisfied
69470,Loyal Customer,Eco,satisfied
127918,Loyal Customer,Business,satisfied
73377,Loyal Customer,Business,satisfied
112894,disloyal Customer,Business,neutral or dissatisfied
85265,Loyal Customer,Eco,neutral or dissatisfied
18027,disloyal Customer,Eco,satisfied
102920,Loyal Customer,Business,satisfied
74331,Loyal Customer,Business,satisfied
92405,Loyal Customer,Business,satisfied
39032,Loyal Customer,Eco,neutral or dissatisfied
94143,Loyal Customer,Business,satisfied
48089,Loyal Customer,Eco,satisfied
54923,Loyal Customer,Eco Plus,neutral or dissatisfied
42919,Loyal Customer,Business,satisfied
5517,Loyal Customer,Business,satisfied
81789,Loyal Customer,Business,satisfied
70819,Loyal Customer,Eco,neutral or dissatisfied
54274,Loyal Customer,Eco,satisfied
78497,disloyal Customer,Eco,neutral or dissatisfied
68337,Loyal Customer,Business,satisfied
25997,Loyal Customer,Eco,neutral or dissatisfied
96561,Loyal Customer,Business,satisfied
68726,disloyal Customer,Eco,neutral or dissatisfied
111651,Loyal Customer,Business,satisfied
36047,Loyal Customer,Business,satisfied
88160,Loyal Customer,Business,satisfied
63509,Loyal Customer,Business,satisfied
79351,Loyal Customer,Eco,neutral or dissatisfied
14696,Loyal Customer,Business,satisfied
53538,disloyal Customer,Eco,satisfied
114083,Loyal Customer,Business,satisfied
107342,Loyal Customer,Business,satisfied
115615,Loyal Customer,Business,satisfied
99187,Loyal Customer,Eco,neutral or dissatisfied
115942,Loyal Customer,Eco,neutral or dissatisfied
124765,Loyal Customer,Business,satisfied
33586,Loyal Customer,Eco,satisfied
61596,Loyal Customer,Business,satisfied
74471,Loyal Customer,Business,satisfied
9383,Loyal Customer,Eco,neutral or dissatisfied
92152,Loyal Customer,Business,satisfied
84517,Loyal Customer,Business,satisfied
125289,Loyal Customer,Business,satisfied
40803,disloyal Customer,Eco,neutral or dissatisfied
85415,disloyal Customer,Eco,neutral or dissatisfied
22339,Loyal Customer,Business,satisfied
4896,disloyal Customer,Business,neutral or dissatisfied
89977,Loyal Customer,Business,satisfied
94386,Loyal Customer,Business,satisfied
86547,disloyal Customer,Eco Plus,neutral or dissatisfied
67255,Loyal Customer,Eco,neutral or dissatisfied
70989,Loyal Customer,Business,satisfied
122454,Loyal Customer,Business,satisfied
83391,Loyal Customer,Business,satisfied
71557,Loyal Customer,Business,satisfied
45851,disloyal Customer,Eco,neutral or dissatisfied
97436,Loyal Customer,Eco Plus,neutral or dissatisfied
121225,Loyal Customer,Business,satisfied
5979,Loyal Customer,Business,satisfied
98612,Loyal Customer,Business,satisfied
16278,Loyal Customer,Eco,neutral or dissatisfied
55331,Loyal Customer,Eco,neutral or dissatisfied
67899,Loyal Customer,Eco,neutral or dissatisfied
57719,disloyal Customer,Eco,neutral or dissatisfied
9089,Loyal Customer,Eco,neutral or dissatisfied
82790,Loyal Customer,Eco,neutral or dissatisfied
103368,Loyal Customer,Eco,neutral or dissatisfied
27535,Loyal Customer,Eco,neutral or dissatisfied
6596,Loyal Customer,Eco,neutral or dissatisfied
64309,Loyal Customer,Business,satisfied
123241,Loyal Customer,Eco,neutral or dissatisfied
42197,disloyal Customer,Eco,neutral or dissatisfied
92363,Loyal Customer,Business,satisfied
68737,Loyal Customer,Business,satisfied
36708,Loyal Customer,Eco,neutral or dissatisfied
83248,disloyal Customer,Eco,neutral or dissatisfied
107067,Loyal Customer,Eco,neutral or dissatisfied
118481,disloyal Customer,Business,neutral or dissatisfied
34043,disloyal Customer,Eco,satisfied
122140,Loyal Customer,Business,satisfied
116933,Loyal Customer,Business,satisfied
62848,Loyal Customer,Eco Plus,satisfied
84485,Loyal Customer,Eco Plus,neutral or dissatisfied
83642,disloyal Customer,Business,satisfied
38520,Loyal Customer,Business,satisfied
66027,disloyal Customer,Eco,satisfied
73775,Loyal Customer,Eco,satisfied
89037,Loyal Customer,Business,satisfied
2046,Loyal Customer,Business,satisfied
37745,Loyal Customer,Eco Plus,satisfied
91280,Loyal Customer,Business,satisfied
61217,disloyal Customer,Business,neutral or dissatisfied
83318,Loyal Customer,Business,satisfied
9720,Loyal Customer,Eco,neutral or dissatisfied
85693,Loyal Customer,Business,satisfied
29761,Loyal Customer,Business,satisfied
15341,Loyal Customer,Business,satisfied
19744,Loyal Customer,Eco Plus,neutral or dissatisfied
44876,Loyal Customer,Eco,satisfied
57008,Loyal Customer,Eco,neutral or dissatisfied
107394,Loyal Customer,Business,satisfied
22245,Loyal Customer,Business,satisfied
43736,Loyal Customer,Business,satisfied
122389,Loyal Customer,Eco,neutral or dissatisfied
44772,Loyal Customer,Eco,satisfied
62933,Loyal Customer,Business,satisfied
104127,Loyal Customer,Business,satisfied
60784,Loyal Customer,Business,satisfied
84318,Loyal Customer,Business,satisfied
96345,disloyal Customer,Business,neutral or dissatisfied
87642,Loyal Customer,Business,satisfied
37935,Loyal Customer,Eco,satisfied
80442,Loyal Customer,Eco,neutral or dissatisfied
103134,Loyal Customer,Business,satisfied
118214,Loyal Customer,Business,satisfied
11268,Loyal Customer,Eco,neutral or dissatisfied
123994,Loyal Customer,Business,satisfied
189,Loyal Customer,Business,satisfied
19417,disloyal Customer,Eco,neutral or dissatisfied
109162,Loyal Customer,Business,satisfied
119026,disloyal Customer,Eco,neutral or dissatisfied
44744,disloyal Customer,Eco,neutral or dissatisfied
94502,disloyal Customer,Business,neutral or dissatisfied
126108,Loyal Customer,Business,satisfied
113706,Loyal Customer,Eco,neutral or dissatisfied
20244,disloyal Customer,Eco,neutral or dissatisfied
81438,Loyal Customer,Business,satisfied
88636,Loyal Customer,Eco,neutral or dissatisfied
45296,Loyal Customer,Business,satisfied
116646,disloyal Customer,Eco Plus,neutral or dissatisfied
80596,Loyal Customer,Business,satisfied
126827,Loyal Customer,Business,satisfied
60057,Loyal Customer,Eco Plus,neutral or dissatisfied
126789,Loyal Customer,Business,satisfied
11323,Loyal Customer,Eco,neutral or dissatisfied
110652,disloyal Customer,Eco,neutral or dissatisfied
110423,disloyal Customer,Eco,neutral or dissatisfied
25435,disloyal Customer,Eco,neutral or dissatisfied
91807,Loyal Customer,Eco,neutral or dissatisfied
57154,Loyal Customer,Business,satisfied
124434,Loyal Customer,Eco,neutral or dissatisfied
32026,disloyal Customer,Eco,neutral or dissatisfied
116952,disloyal Customer,Business,neutral or dissatisfied
64312,Loyal Customer,Business,satisfied
101446,Loyal Customer,Business,satisfied
109464,Loyal Customer,Business,satisfied
83163,Loyal Customer,Business,satisfied
22309,Loyal Customer,Eco,satisfied
98856,Loyal Customer,Business,satisfied
21336,Loyal Customer,Business,satisfied
89397,Loyal Customer,Business,satisfied
68684,disloyal Customer,Eco,neutral or dissatisfied
3041,Loyal Customer,Business,satisfied
108719,Loyal Customer,Business,neutral or dissatisfied
42941,disloyal Customer,Business,neutral or dissatisfied
20541,Loyal Customer,Eco,satisfied
35437,Loyal Customer,Eco,neutral or dissatisfied
60108,Loyal Customer,Business,satisfied
99979,Loyal Customer,Business,satisfied
73321,Loyal Customer,Business,satisfied
50346,Loyal Customer,Business,satisfied
85664,Loyal Customer,Business,satisfied
23951,Loyal Customer,Business,satisfied
66939,Loyal Customer,Business,satisfied
124057,Loyal Customer,Business,satisfied
27060,Loyal Customer,Business,satisfied
36140,Loyal Customer,Eco,neutral or dissatisfied
116118,Loyal Customer,Eco,neutral or dissatisfied
94296,disloyal Customer,Business,neutral or dissatisfied
15024,disloyal Customer,Eco,neutral or dissatisfied
540,Loyal Customer,Business,satisfied
114109,Loyal Customer,Business,satisfied
128213,Loyal Customer,Business,satisfied
8131,Loyal Customer,Business,satisfied
3241,Loyal Customer,Business,satisfied
100238,Loyal Customer,Business,neutral or dissatisfied
61375,disloyal Customer,Business,satisfied
65830,Loyal Customer,Business,satisfied
13764,Loyal Customer,Eco Plus,satisfied
109763,Loyal Customer,Business,satisfied
62534,Loyal Customer,Business,satisfied
28607,Loyal Customer,Eco,satisfied
47045,disloyal Customer,Eco,neutral or dissatisfied
73096,Loyal Customer,Eco Plus,neutral or dissatisfied
72394,Loyal Customer,Business,satisfied
57212,disloyal Customer,Eco,neutral or dissatisfied
20736,Loyal Customer,Eco,satisfied
81049,Loyal Customer,Business,satisfied
112978,Loyal Customer,Eco Plus,neutral or dissatisfied
60338,Loyal Customer,Business,satisfied
19501,Loyal Customer,Eco,satisfied
68506,Loyal Customer,Eco,neutral or dissatisfied
26792,Loyal Customer,Eco,satisfied
81705,Loyal Customer,Eco,neutral or dissatisfied
118098,Loyal Customer,Eco,neutral or dissatisfied
3806,Loyal Customer,Business,satisfied
88096,Loyal Customer,Business,satisfied
11790,Loyal Customer,Eco,neutral or dissatisfied
13699,Loyal Customer,Eco,neutral or dissatisfied
69876,Loyal Customer,Business,satisfied
82479,Loyal Customer,Eco,neutral or dissatisfied
76160,Loyal Customer,Eco,neutral or dissatisfied
71987,Loyal Customer,Eco,neutral or dissatisfied
66893,disloyal Customer,Eco,neutral or dissatisfied
100278,Loyal Customer,Business,satisfied
119381,disloyal Customer,Business,neutral or dissatisfied
8097,disloyal Customer,Eco,neutral or dissatisfied
108615,Loyal Customer,Eco,neutral or dissatisfied
113031,Loyal Customer,Business,satisfied
102092,Loyal Customer,Business,satisfied
94664,disloyal Customer,Eco,neutral or dissatisfied
122006,Loyal Customer,Business,satisfied
93913,disloyal Customer,Business,satisfied
54894,Loyal Customer,Eco,satisfied
76259,disloyal Customer,Eco Plus,neutral or dissatisfied
13328,Loyal Customer,Eco,satisfied
71499,Loyal Customer,Business,neutral or dissatisfied
124294,Loyal Customer,Business,satisfied
72925,Loyal Customer,Business,satisfied
128793,Loyal Customer,Business,neutral or dissatisfied
119046,Loyal Customer,Business,satisfied
106132,Loyal Customer,Business,satisfied
70442,disloyal Customer,Eco,neutral or dissatisfied
81085,disloyal Customer,Eco,neutral or dissatisfied
25361,Loyal Customer,Eco,satisfied
49815,disloyal Customer,Eco,satisfied
99325,Loyal Customer,Eco,neutral or dissatisfied
123819,Loyal Customer,Business,satisfied
45459,Loyal Customer,Business,satisfied
128341,Loyal Customer,Business,satisfied
114830,Loyal Customer,Business,satisfied
102622,Loyal Customer,Business,satisfied
89672,Loyal Customer,Business,satisfied
56530,Loyal Customer,Business,satisfied
105624,Loyal Customer,Business,satisfied
46785,Loyal Customer,Business,satisfied
65502,disloyal Customer,Business,satisfied
69751,Loyal Customer,Business,satisfied
80395,Loyal Customer,Eco,neutral or dissatisfied
30436,Loyal Customer,Eco,neutral or dissatisfied
86936,Loyal Customer,Business,satisfied
2494,Loyal Customer,Eco,neutral or dissatisfied
20044,Loyal Customer,Eco,satisfied
105603,disloyal Customer,Business,satisfied
109030,Loyal Customer,Business,satisfied
105100,Loyal Customer,Business,satisfied
7499,Loyal Customer,Eco,neutral or dissatisfied
32163,Loyal Customer,Eco,satisfied
56508,disloyal Customer,Business,neutral or dissatisfied
3657,Loyal Customer,Business,satisfied
36289,Loyal Customer,Business,neutral or dissatisfied
55354,Loyal Customer,Business,satisfied
103094,Loyal Customer,Eco,satisfied
71551,Loyal Customer,Business,satisfied
106094,Loyal Customer,Business,satisfied
117091,Loyal Customer,Business,satisfied
31187,disloyal Customer,Business,neutral or dissatisfied
60443,Loyal Customer,Business,satisfied
39099,Loyal Customer,Eco,satisfied
38436,Loyal Customer,Eco,satisfied
63986,Loyal Customer,Business,satisfied
854,disloyal Customer,Eco,satisfied
125709,Loyal Customer,Eco,neutral or dissatisfied
24879,Loyal Customer,Business,satisfied
53257,Loyal Customer,Eco Plus,satisfied
122155,Loyal Customer,Business,satisfied
92964,disloyal Customer,Business,satisfied
47717,Loyal Customer,Eco Plus,neutral or dissatisfied
93699,Loyal Customer,Eco,neutral or dissatisfied
106941,Loyal Customer,Business,satisfied
61288,Loyal Customer,Eco,neutral or dissatisfied
13690,Loyal Customer,Business,satisfied
7333,Loyal Customer,Business,satisfied
49021,Loyal Customer,Business,satisfied
128918,disloyal Customer,Business,neutral or dissatisfied
1215,Loyal Customer,Eco,neutral or dissatisfied
75700,Loyal Customer,Business,satisfied
48448,disloyal Customer,Eco,neutral or dissatisfied
41137,Loyal Customer,Eco,satisfied
86882,Loyal Customer,Eco Plus,neutral or dissatisfied
8063,Loyal Customer,Business,satisfied
125183,Loyal Customer,Business,satisfied
96942,Loyal Customer,Business,satisfied
83299,Loyal Customer,Business,satisfied
27599,Loyal Customer,Eco,neutral or dissatisfied
67946,Loyal Customer,Eco,neutral or dissatisfied
128210,Loyal Customer,Business,satisfied
96984,Loyal Customer,Business,satisfied
46305,Loyal Customer,Eco,neutral or dissatisfied
92587,Loyal Customer,Business,satisfied
73371,disloyal Customer,Business,satisfied
123361,disloyal Customer,Business,neutral or dissatisfied
98470,Loyal Customer,Eco,satisfied
98915,Loyal Customer,Business,satisfied
84041,Loyal Customer,Business,satisfied
127460,Loyal Customer,Business,satisfied
57262,Loyal Customer,Business,satisfied
126512,Loyal Customer,Business,satisfied
28998,Loyal Customer,Business,satisfied
53738,Loyal Customer,Eco,neutral or dissatisfied
114794,Loyal Customer,Business,satisfied
4810,disloyal Customer,Business,satisfied
112310,disloyal Customer,Business,satisfied
90684,Loyal Customer,Business,satisfied
60205,Loyal Customer,Business,satisfied
122147,Loyal Customer,Business,satisfied
15237,Loyal Customer,Business,satisfied
38408,Loyal Customer,Business,satisfied
21267,disloyal Customer,Business,neutral or dissatisfied
56320,disloyal Customer,Business,neutral or dissatisfied
108548,Loyal Customer,Eco,satisfied
71646,Loyal Customer,Eco,neutral or dissatisfied
94633,Loyal Customer,Business,satisfied
108811,Loyal Customer,Business,satisfied
44004,Loyal Customer,Business,satisfied
54474,disloyal Customer,Eco,neutral or dissatisfied
97695,disloyal Customer,Business,neutral or dissatisfied
126934,Loyal Customer,Business,satisfied
8224,Loyal Customer,Eco,neutral or dissatisfied
58153,Loyal Customer,Business,satisfied
96126,Loyal Customer,Business,satisfied
102195,Loyal Customer,Business,satisfied
117743,Loyal Customer,Eco,neutral or dissatisfied
48602,Loyal Customer,Eco,neutral or dissatisfied
19486,Loyal Customer,Eco,neutral or dissatisfied
90280,Loyal Customer,Business,satisfied
29518,Loyal Customer,Eco,satisfied
5158,Loyal Customer,Eco,neutral or dissatisfied
8821,Loyal Customer,Eco,neutral or dissatisfied
87589,Loyal Customer,Eco,neutral or dissatisfied
64758,Loyal Customer,Business,satisfied
35288,Loyal Customer,Business,satisfied
120682,Loyal Customer,Eco,satisfied
35276,Loyal Customer,Business,satisfied
77720,Loyal Customer,Business,satisfied
12238,Loyal Customer,Eco,satisfied
96914,Loyal Customer,Eco,neutral or dissatisfied
68145,Loyal Customer,Business,satisfied
2495,Loyal Customer,Eco,neutral or dissatisfied
68193,disloyal Customer,Eco Plus,satisfied
79786,Loyal Customer,Business,satisfied
46338,disloyal Customer,Eco,neutral or dissatisfied
79795,Loyal Customer,Business,satisfied
13931,disloyal Customer,Eco,satisfied
41302,disloyal Customer,Eco,satisfied
79468,Loyal Customer,Eco,neutral or dissatisfied
99939,Loyal Customer,Eco Plus,neutral or dissatisfied
11267,Loyal Customer,Eco,neutral or dissatisfied
66682,Loyal Customer,Business,satisfied
9597,Loyal Customer,Eco,neutral or dissatisfied
73432,Loyal Customer,Eco,neutral or dissatisfied
4107,Loyal Customer,Business,satisfied
120413,disloyal Customer,Business,neutral or dissatisfied
71552,Loyal Customer,Business,satisfied
16470,Loyal Customer,Eco,neutral or dissatisfied
35505,Loyal Customer,Eco,neutral or dissatisfied
105277,Loyal Customer,Business,satisfied
5208,Loyal Customer,Business,satisfied
1210,Loyal Customer,Eco,satisfied
24783,Loyal Customer,Eco,neutral or dissatisfied
103305,Loyal Customer,Business,satisfied
3807,Loyal Customer,Business,satisfied
47032,Loyal Customer,Eco,satisfied
10660,Loyal Customer,Business,satisfied
78843,Loyal Customer,Eco,neutral or dissatisfied
3646,Loyal Customer,Business,satisfied
120168,Loyal Customer,Business,satisfied
117685,disloyal Customer,Eco,neutral or dissatisfied
98614,Loyal Customer,Business,satisfied
82677,Loyal Customer,Business,satisfied
102267,Loyal Customer,Business,satisfied
98380,Loyal Customer,Eco Plus,neutral or dissatisfied
93792,Loyal Customer,Business,satisfied
28249,Loyal Customer,Business,neutral or dissatisfied
9183,Loyal Customer,Business,satisfied
27322,Loyal Customer,Eco,satisfied
39776,Loyal Customer,Eco,neutral or dissatisfied
23292,disloyal Customer,Business,satisfied
5242,Loyal Customer,Business,satisfied
101123,Loyal Customer,Business,satisfied
58579,Loyal Customer,Eco,neutral or dissatisfied
77416,Loyal Customer,Eco,satisfied
10747,Loyal Customer,Business,satisfied
21169,Loyal Customer,Business,satisfied
117734,Loyal Customer,Business,satisfied
22956,Loyal Customer,Business,satisfied
103366,Loyal Customer,Business,satisfied
84176,Loyal Customer,Eco,neutral or dissatisfied
105874,Loyal Customer,Business,satisfied
107803,Loyal Customer,Business,satisfied
40616,Loyal Customer,Eco,neutral or dissatisfied
84200,Loyal Customer,Business,satisfied
87507,Loyal Customer,Eco,neutral or dissatisfied
32289,Loyal Customer,Business,satisfied
129264,Loyal Customer,Business,satisfied
94622,Loyal Customer,Business,satisfied
128635,Loyal Customer,Eco,neutral or dissatisfied
89389,Loyal Customer,Business,satisfied
8269,Loyal Customer,Eco,neutral or dissatisfied
88080,Loyal Customer,Business,satisfied
6668,Loyal Customer,Business,satisfied
22621,Loyal Customer,Eco,neutral or dissatisfied
6249,Loyal Customer,Eco,neutral or dissatisfied
45920,Loyal Customer,Business,satisfied
90911,disloyal Customer,Eco,neutral or dissatisfied
87559,Loyal Customer,Business,satisfied
717,Loyal Customer,Business,satisfied
78661,Loyal Customer,Eco Plus,satisfied
46846,Loyal Customer,Eco,satisfied
87551,Loyal Customer,Business,satisfied
15287,Loyal Customer,Eco,neutral or dissatisfied
124407,Loyal Customer,Business,satisfied
110846,Loyal Customer,Business,satisfied
67,Loyal Customer,Business,satisfied
43445,Loyal Customer,Business,satisfied
100003,Loyal Customer,Business,satisfied
3063,Loyal Customer,Eco,neutral or dissatisfied
78210,Loyal Customer,Eco,neutral or dissatisfied
56235,Loyal Customer,Business,satisfied
64659,disloyal Customer,Business,neutral or dissatisfied
42306,Loyal Customer,Eco,satisfied
84466,Loyal Customer,Eco Plus,satisfied
41808,Loyal Customer,Eco,satisfied
102773,Loyal Customer,Business,satisfied
62697,disloyal Customer,Business,satisfied
48783,Loyal Customer,Business,satisfied
85906,Loyal Customer,Business,satisfied
101450,Loyal Customer,Business,satisfied
68214,Loyal Customer,Business,satisfied
61080,disloyal Customer,Eco,neutral or dissatisfied
119536,Loyal Customer,Eco,neutral or dissatisfied
811,Loyal Customer,Business,satisfied
60927,Loyal Customer,Business,satisfied
33190,Loyal Customer,Eco Plus,satisfied
105401,Loyal Customer,Eco,neutral or dissatisfied
37243,Loyal Customer,Business,neutral or dissatisfied
93687,Loyal Customer,Business,satisfied
112937,Loyal Customer,Eco,neutral or dissatisfied
8859,Loyal Customer,Business,satisfied
107842,Loyal Customer,Eco,neutral or dissatisfied
17246,Loyal Customer,Eco,satisfied
97429,Loyal Customer,Business,satisfied
67657,disloyal Customer,Eco,neutral or dissatisfied
61230,Loyal Customer,Business,satisfied
17265,Loyal Customer,Eco,neutral or dissatisfied
98902,Loyal Customer,Business,neutral or dissatisfied
12671,disloyal Customer,Eco,neutral or dissatisfied
2215,Loyal Customer,Business,satisfied
62035,Loyal Customer,Business,satisfied
92957,Loyal Customer,Eco Plus,neutral or dissatisfied
7940,Loyal Customer,Business,satisfied
98661,Loyal Customer,Eco,satisfied
54439,Loyal Customer,Eco Plus,satisfied
48067,Loyal Customer,Business,satisfied
41989,Loyal Customer,Business,satisfied
100995,Loyal Customer,Business,satisfied
7367,disloyal Customer,Business,neutral or dissatisfied
59320,Loyal Customer,Business,satisfied
24542,Loyal Customer,Eco,satisfied
118404,Loyal Customer,Business,neutral or dissatisfied
91060,Loyal Customer,Eco,neutral or dissatisfied
67002,Loyal Customer,Business,satisfied
93166,Loyal Customer,Eco,neutral or dissatisfied
83803,Loyal Customer,Business,satisfied
44206,Loyal Customer,Eco,neutral or dissatisfied
19055,Loyal Customer,Business,satisfied
45286,disloyal Customer,Eco,neutral or dissatisfied
101826,Loyal Customer,Eco,neutral or dissatisfied
114064,disloyal Customer,Eco,neutral or dissatisfied
842,Loyal Customer,Business,satisfied
70902,disloyal Customer,Eco,neutral or dissatisfied
101097,Loyal Customer,Business,satisfied
28903,Loyal Customer,Business,satisfied
61668,Loyal Customer,Business,satisfied
50146,disloyal Customer,Eco,neutral or dissatisfied
40511,Loyal Customer,Eco,neutral or dissatisfied
78074,disloyal Customer,Business,neutral or dissatisfied
9164,Loyal Customer,Eco,neutral or dissatisfied
53653,Loyal Customer,Business,satisfied
47009,Loyal Customer,Business,satisfied
125019,Loyal Customer,Eco,neutral or dissatisfied
63117,Loyal Customer,Business,satisfied
104034,Loyal Customer,Business,satisfied
30078,Loyal Customer,Eco,neutral or dissatisfied
3175,disloyal Customer,Eco,neutral or dissatisfied
75893,Loyal Customer,Business,satisfied
116423,Loyal Customer,Eco,neutral or dissatisfied
13131,Loyal Customer,Eco,satisfied
82292,Loyal Customer,Eco Plus,neutral or dissatisfied
119700,Loyal Customer,Business,satisfied
119023,disloyal Customer,Eco,neutral or dissatisfied
97974,Loyal Customer,Eco,neutral or dissatisfied
98711,Loyal Customer,Business,satisfied
41236,disloyal Customer,Eco Plus,satisfied
93004,Loyal Customer,Business,satisfied
10069,Loyal Customer,Eco,neutral or dissatisfied
122029,Loyal Customer,Business,satisfied
462,Loyal Customer,Business,satisfied
68178,Loyal Customer,Eco,neutral or dissatisfied
54543,Loyal Customer,Eco,neutral or dissatisfied
72695,Loyal Customer,Eco,neutral or dissatisfied
69449,Loyal Customer,Eco,neutral or dissatisfied
98048,disloyal Customer,Eco,neutral or dissatisfied
61883,Loyal Customer,Business,satisfied
4221,disloyal Customer,Eco,neutral or dissatisfied
44455,Loyal Customer,Eco,satisfied
6499,Loyal Customer,Business,satisfied
116487,Loyal Customer,Eco,neutral or dissatisfied
81940,Loyal Customer,Business,satisfied
70670,Loyal Customer,Business,satisfied
110868,Loyal Customer,Business,satisfied
46513,Loyal Customer,Eco,satisfied
79623,Loyal Customer,Business,satisfied
109627,Loyal Customer,Business,satisfied
20271,Loyal Customer,Eco,satisfied
92020,Loyal Customer,Business,satisfied
48801,disloyal Customer,Eco,neutral or dissatisfied
119574,Loyal Customer,Business,satisfied
123506,Loyal Customer,Business,satisfied
90042,Loyal Customer,Business,satisfied
100994,Loyal Customer,Business,satisfied
118992,Loyal Customer,Business,satisfied
11204,Loyal Customer,Eco,neutral or dissatisfied
60181,Loyal Customer,Eco,neutral or dissatisfied
39551,Loyal Customer,Eco,satisfied
113417,Loyal Customer,Business,satisfied
89202,Loyal Customer,Eco,neutral or dissatisfied
6416,Loyal Customer,Eco,neutral or dissatisfied
114053,Loyal Customer,Business,satisfied
74409,Loyal Customer,Business,satisfied
38001,Loyal Customer,Business,satisfied
5109,Loyal Customer,Eco,neutral or dissatisfied
59280,Loyal Customer,Business,satisfied
45853,Loyal Customer,Eco Plus,satisfied
100225,Loyal Customer,Business,satisfied
83753,Loyal Customer,Eco,satisfied
14625,Loyal Customer,Eco Plus,neutral or dissatisfied
42444,Loyal Customer,Business,satisfied
46094,Loyal Customer,Eco Plus,satisfied
56615,Loyal Customer,Business,satisfied
110044,Loyal Customer,Business,satisfied
73401,Loyal Customer,Business,satisfied
128296,Loyal Customer,Business,satisfied
100810,disloyal Customer,Business,neutral or dissatisfied
10373,Loyal Customer,Business,satisfied
22239,Loyal Customer,Business,satisfied
32723,Loyal Customer,Business,satisfied
115607,disloyal Customer,Business,satisfied
95318,Loyal Customer,Eco,neutral or dissatisfied
89614,Loyal Customer,Business,satisfied
74842,Loyal Customer,Eco,neutral or dissatisfied
2796,Loyal Customer,Eco,neutral or dissatisfied
106463,Loyal Customer,Business,satisfied
68689,Loyal Customer,Eco,neutral or dissatisfied
